Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2062,5084221795,sizzlers,0,272.25,C Victor Wembanyama F Matas Buzelis G Russell Westbrook PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Drew Eubanks,,,
2062,5084228410,13iers (5/20),0,272.25,C Jericho Sims F Ousmane Dieng G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Saddiq Bey SG Trey Murphy III UTIL Josh Giddey,,,
2062,5084239881,SLICKSKI (5/11),0,272.25,C Victor Wembanyama F Ousmane Dieng G Malik Monk PF Precious Achiuwa PG Ryan Rollins SF Collin Sexton SG Tre Jones UTIL Matas Buzelis,,,
2062,5084244377,woodrow451 (2/3),0,272.25,C Maxime Raynaud F Julian Champagnie G Jrue Holiday PF Tristan da Silva PG Trae Young SF Collin Sexton SG Trey Murphy III UTIL Tre Jones,,,
2076,5083500865,kjackson79 (2/3),0,272,C Victor Wembanyama F Keldon Johnson G Toumani Camara PF Precious Achiuwa PG Amen Thompson SF Julian Champagnie SG Collin Sexton UTIL Nick Richards,,,
2076,5083556162,jpeyton1219,0,272,C Jay Huff F Tristan da Silva G Desmond Bane PF Zion Williamson PG Jalen Suggs SF Collin Sexton SG Toumani Camara UTIL Maxime Raynaud,,,
2076,5083559058,pickens81 (14/20),0,272,C Maxime Raynaud F Nique Clifford G Josh Giddey PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Tre Jones,,,
2076,5083577896,My_sons (8/20),0,272,C Maxime Raynaud F Nique Clifford G Josh Giddey PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Tre Jones,,,
2076,5083811998,worldof_atlas (14/20),0,272,C Jay Huff F Kevin Durant G Josh Giddey PF Daeqwon Plowden PG Dejounte Murray SF Saddiq Bey SG Nique Clifford UTIL Ousmane Dieng,,,
2076,5083918088,aquafinatim (12/20),0,272,C Herbert Jones F Precious Achiuwa G Russell Westbrook PF Daeqwon Plowden PG Josh Giddey SF Ousmane Dieng SG Tre Jones UTIL Victor Wembanyama,,,
2076,5083997537,MelBaez (17/20),0,272,C Jay Huff F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Dejounte Murray SF Julian Champagnie SG Trey Murphy III UTIL Jrue Holiday,,,
2076,5084009150,dmelman (2/2),0,272,C Alperen Sengun F Collin Sexton G Russell Westbrook PF Zion Williamson PG Jeremiah Fears SF Julian Champagnie SG Dylan Harper UTIL Will Riley,,,
2076,5084013924,opatlion (11/20),0,272,C Herbert Jones F Precious Achiuwa G Josh Giddey PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Stephon Castle UTIL Russell Westbrook,,,
2076,5084060750,Thebook79 (1/20),0,272,C Precious Achiuwa F Karlo Matkovic G Jalen Suggs PF Zion Williamson PG Russell Westbrook SF Collin Sexton SG Trey Murphy III UTIL Jay Huff,,,
2076,5084090291,Choboy (5/20),0,272,C Jay Huff F Precious Achiuwa G Jrue Holiday PF Julian Champagnie PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Josh Giddey,,,
2076,5084090301,Choboy (15/20),0,272,C Jay Huff F Precious Achiuwa G Jrue Holiday PF Julian Champagnie PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Josh Giddey,,,
2076,5084096017,Artrell59 (7/20),0,272,C Maxime Raynaud F Precious Achiuwa G Nique Clifford PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Matas Buzelis,,,
2076,5084110181,HypeBigelow,0,272,C Jay Huff F Precious Achiuwa G Josh Giddey PF Julian Champagnie PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Jrue Holiday,,,
2076,5084134561,paycory (9/14),0,272,C Wendell Carter Jr. F Matas Buzelis G Russell Westbrook PF Daeqwon Plowden PG Ryan Rollins SF Julian Champagnie SG Stephon Castle UTIL Dejounte Murray,,,
2076,5084201976,ttuck69 (2/7),0,272,C Jay Huff F Derik Queen G Collin Sexton PF Precious Achiuwa PG Amen Thompson SF Tristan da Silva SG Desmond Bane UTIL Jalen Suggs,,,
2076,5084211711,z-man713 (3/6),0,272,C Maxime Raynaud F Julian Champagnie G Tre Jones PF Precious Achiuwa PG Dejounte Murray SF Tristan da Silva SG Trey Murphy III UTIL Amen Thompson,,,
2076,5084221844,genise901 (9/20),0,272,C Victor Wembanyama F Guerschon Yabusele G Jrue Holiday PF Bilal Coulibaly PG Tre Jones SF Collin Sexton SG Malik Monk UTIL Maxime Raynaud,,,
2076,5084232513,laboni64,0,272,C Victor Wembanyama F Ousmane Dieng G Jalen Suggs PF Julian Champagnie PG Dejounte Murray SF Tristan da Silva SG Tre Jones UTIL Russell Westbrook,,,
2076,5084241064,legreat19 (10/20),0,272,C Donovan Clingan F Ousmane Dieng G Josh Giddey PF Matas Buzelis PG Dejounte Murray SF Leaky Black SG Trey Murphy III UTIL Jay Huff,,,
2096,5083448182,smithbrandon7 (8/20),0,271.75,C Donovan Clingan F Precious Achiuwa G Josh Giddey PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Ryan Rollins,,,
2096,5083620856,daveph (12/20),0,271.75,C Donovan Clingan F Precious Achiuwa G Josh Giddey PF Bobby Portis PG Dejounte Murray SF Nique Clifford SG Tre Jones UTIL Jay Huff,,,
2096,5083620859,daveph (15/20),0,271.75,C Donovan Clingan F Precious Achiuwa G Josh Giddey PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Ryan Rollins,,,
2096,5083635079,j12forheisman (3/20),0,271.75,C Moritz Wagner F Precious Achiuwa G Josh Giddey PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Cam Thomas UTIL Victor Wembanyama,,,
2096,5083743690,cdenny99 (10/20),0,271.75,C Donovan Clingan F Precious Achiuwa G Josh Giddey PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Ryan Rollins,,,
2096,5083954225,RINO19 (1/20),0,271.75,C Donovan Clingan F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Josh Giddey,,,
2096,5083980860,stingerz22 (13/20),0,271.75,C Donovan Clingan F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Josh Giddey,,,
2096,5083980867,stingerz22 (20/20),0,271.75,C Victor Wembanyama F Precious Achiuwa G Malik Monk PF Leaky Black PG Josh Giddey SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
2096,5084024144,Ccoo,0,271.75,C Precious Achiuwa F Collin Sexton G Scoot Henderson PF Derik Queen PG Jrue Holiday SF Saddiq Bey SG Toumani Camara UTIL Jalen Suggs,,,
2096,5084042553,JMula24 (13/20),0,271.75,C Maxime Raynaud F Precious Achiuwa G Malik Monk PF Jerami Grant PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Donovan Clingan,,,
2096,5084148736,fillyfan2002 (3/20),0,271.75,C Donovan Clingan F Daeqwon Plowden G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Russell Westbrook,,,
2096,5084152806,dfwtsx08 (4/20),0,271.75,C Maxime Raynaud F Bobby Portis G Jalen Suggs PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Josh Giddey,,,
2096,5084219789,deez516 (17/20),0,271.75,C Precious Achiuwa F Pascal Siakam G Andrew Nembhard PF Leaky Black PG Dejounte Murray SF Ousmane Dieng SG Stephon Castle UTIL Russell Westbrook,,,
2096,5084257746,treyb12 (1/20),0,271.75,C Herbert Jones F Precious Achiuwa G Russell Westbrook PF Bobby Portis PG Dejounte Murray SF Daeqwon Plowden SG Trey Murphy III UTIL Donovan Clingan,,,
2096,5084259705,j3showtime (2/3),0,271.75,C Maxime Raynaud F Ousmane Dieng G Malik Monk PF Zion Williamson PG Amen Thompson SF Leaky Black SG Nique Clifford UTIL Deni Avdija,,,
2096,5084263231,profhit (18/20),0,271.75,C Victor Wembanyama F Keldon Johnson G Ryan Rollins PF Guerschon Yabusele PG Trey Murphy III SF Julian Champagnie SG Malik Monk UTIL Jay Huff,,,
2112,5083325243,walsean1 (17/20),0,271.5,C Maxime Raynaud F Saddiq Bey G Malik Monk PF Bilal Coulibaly PG Dejounte Murray SF Leaky Black SG Trey Murphy III UTIL Zion Williamson,,,
2112,5083533960,worksit1 (19/20),0,271.5,C Bobby Portis F Precious Achiuwa G Tre Jones PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Russell Westbrook,,,
2112,5083619612,Navid841801 (12/20),0,271.5,C Alperen Sengun F Ousmane Dieng G Russell Westbrook PF Precious Achiuwa PG Josh Giddey SF Leaky Black SG Nique Clifford UTIL Jay Huff,,,
2112,5083638831,domosofresh (3/4),0,271.5,C Donovan Clingan F Precious Achiuwa G Dylan Harper PF Julian Champagnie PG Amen Thompson SF Collin Sexton SG Desmond Bane UTIL Wendell Carter Jr.,,,
2112,5083649322,guitar247 (2/20),0,271.5,C Bobby Portis F Precious Achiuwa G Josh Giddey PF Zion Williamson PG Jrue Holiday SF Ousmane Dieng SG Tre Jones UTIL Maxime Raynaud,,,
2112,5083856065,jonytiler (4/20),0,271.5,C Precious Achiuwa F Zion Williamson G Dejounte Murray PF Bobby Portis PG Trey Murphy III SF Daeqwon Plowden SG Cam Thomas UTIL Josh Giddey,,,
2112,5083867015,gehrenberg (19/20),0,271.5,C Precious Achiuwa F Bobby Portis G Jrue Holiday PF Zion Williamson PG Josh Giddey SF Ousmane Dieng SG Tre Jones UTIL Maxime Raynaud,,,
2112,5083876378,AstroPepper (4/20),0,271.5,C Myles Turner F Precious Achiuwa G Russell Westbrook PF Matas Buzelis PG Tre Jones SF Ousmane Dieng SG Trey Murphy III UTIL Josh Giddey,,,
2112,5083989371,ryanrich83,0,271.5,C Donovan Clingan F Precious Achiuwa G Tre Jones PF Leaky Black PG Amen Thompson SF Ousmane Dieng SG Desmond Bane UTIL Russell Westbrook,,,
2112,5084017261,Taker1977 (2/20),0,271.5,C Precious Achiuwa F Ousmane Dieng G Russell Westbrook PF Saddiq Bey PG Ryan Rollins SF Leaky Black SG Trey Murphy III UTIL Andrew Nembhard,,,
2112,5084033015,CdCaldwell21 (2/2),0,271.5,C Jay Huff F Leaky Black G Russell Westbrook PF Precious Achiuwa PG Jrue Holiday SF Kevin Durant SG Stephon Castle UTIL Moritz Wagner,,,
2112,5084060226,D-V_2022 (1/2),0,271.5,C Victor Wembanyama F Tristan da Silva G Keldon Johnson PF Bobby Portis PG Amen Thompson SF Toumani Camara SG Collin Sexton UTIL Tre Jones,,,
2112,5084081493,TheGuru2424 (13/20),0,271.5,C Victor Wembanyama F Bobby Portis G Russell Westbrook PF Pete Nance PG Ryan Rollins SF Ousmane Dieng SG Nique Clifford UTIL Precious Achiuwa,,,
2112,5084166929,rakkrecon,0,271.5,C Alperen Sengun F Keldon Johnson G Malik Monk PF Micah Potter PG Trey Murphy III SF Desmond Bane SG Toumani Camara UTIL Bobby Portis,,,
2112,5084186742,Dougwi12 (3/3),0,271.5,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Trey Murphy III SF Ousmane Dieng SG Tre Jones UTIL Desmond Bane,,,
2112,5084190190,jsindos2 (10/20),0,271.5,C Maxime Raynaud F Ousmane Dieng G Jrue Holiday PF Daeqwon Plowden PG Dejounte Murray SF Tristan da Silva SG Trey Murphy III UTIL Josh Giddey,,,
2112,5084200180,akknowledge (1/17),0,271.5,C Nick Richards F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Saddiq Bey SG Tre Jones UTIL Josh Giddey,,,
2112,5084217866,LZL201826 (17/20),0,271.5,C Robert Williams F Precious Achiuwa G Russell Westbrook PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Jrue Holiday,,,
2112,5084223382,SHININ (2/10),0,271.5,C Robert Williams F Precious Achiuwa G Jrue Holiday PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Russell Westbrook,,,
2112,5084223384,SHININ (4/10),0,271.5,C Victor Wembanyama F Precious Achiuwa G Malik Monk PF Bobby Portis PG Jalen Suggs SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
2112,5084249010,Extraqtt (8/20),0,271.5,C Victor Wembanyama F Precious Achiuwa G Malik Monk PF Bobby Portis PG Jalen Suggs SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
2112,5084249686,Clevr_1 (15/20),0,271.5,C Victor Wembanyama F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Russell Westbrook SF AJ Green SG Isaac Okoro UTIL Jay Huff,,,
2134,5083609482,Danny_9114 (10/20),0,271.25,C Victor Wembanyama F Matas Buzelis G Tre Jones PF Precious Achiuwa PG Ryan Rollins SF Ousmane Dieng SG Malik Monk UTIL Jay Huff,,,
2134,5083612057,goofybh207 (12/20),0,271.25,C Wendell Carter Jr. F Precious Achiuwa G Josh Giddey PF Matas Buzelis PG Dejounte Murray SF Leaky Black SG Stephon Castle UTIL Jay Huff,,,
2134,5083635082,j12forheisman (6/20),0,271.25,C Moritz Wagner F Precious Achiuwa G Josh Giddey PF Saddiq Bey PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Maxime Raynaud,,,
2134,5083663890,BullDozier (18/20),0,271.25,C Jay Huff F Ousmane Dieng G Jrue Holiday PF Bobby Portis PG Dejounte Murray SF Devin Vassell SG Trey Murphy III UTIL Josh Giddey,,,
2134,5083678331,diamonddocs,0,271.25,C Maxime Raynaud F Zion Williamson G Russell Westbrook PF Justin Champagnie PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Bobby Portis,,,
2134,5083741911,davidarussellii (20/20),0,271.25,C Victor Wembanyama F Daeqwon Plowden G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Tristan da Silva SG Malik Monk UTIL Precious Achiuwa,,,
2134,5083743693,cdenny99 (13/20),0,271.25,C Precious Achiuwa F Ousmane Dieng G Ryan Rollins PF Leaky Black PG Josh Giddey SF Saddiq Bey SG Malik Monk UTIL Kevin Durant,,,
2134,5083753561,Green84Richard (1/2),0,271.25,C Victor Wembanyama F Jerami Grant G Tre Johnson PF Tristan da Silva PG Trae Young SF Collin Sexton SG Dylan Harper UTIL Julian Champagnie,,,
2134,5083787989,KingandQueen15 (18/20),0,271.25,C Victor Wembanyama F Patrick Williams G Russell Westbrook PF Julian Champagnie PG Ryan Rollins SF Saddiq Bey SG Isaac Okoro UTIL Jay Huff,,,
2134,5083854578,Modsquad13 (18/20),0,271.25,C Victor Wembanyama F Patrick Williams G Russell Westbrook PF Julian Champagnie PG Ryan Rollins SF Saddiq Bey SG Isaac Okoro UTIL Jay Huff,,,
2134,5083918093,aquafinatim (17/20),0,271.25,C Victor Wembanyama F Ousmane Dieng G Josh Giddey PF Jerami Grant PG Dejounte Murray SF Julian Champagnie SG Cam Thomas UTIL Tre Jones,,,
2134,5084019722,tux8385 (12/20),0,271.25,C Victor Wembanyama F Matas Buzelis G Malik Monk PF Precious Achiuwa PG Ryan Rollins SF Ousmane Dieng SG Tre Jones UTIL Jay Huff,,,
2134,5084030872,oldangrygamer (1/20),0,271.25,C Jay Huff F Collin Sexton G Russell Westbrook PF Zion Williamson PG Tre Jones SF Isaac Okoro SG Trey Murphy III UTIL Jrue Holiday,,,
2134,5084081497,TheGuru2424 (17/20),0,271.25,C Victor Wembanyama F Precious Achiuwa G Malik Monk PF Matas Buzelis PG Ryan Rollins SF Ousmane Dieng SG Tre Jones UTIL Jay Huff,,,
2134,5084118292,thomasgore (11/20),0,271.25,C Wendell Carter Jr. F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Russell Westbrook,,,
2134,5084143422,ihags (10/10),0,271.25,C Alperen Sengun F Collin Sexton G Tre Jones PF Precious Achiuwa PG Trey Murphy III SF Devin Vassell SG Malik Monk UTIL Maxime Raynaud,,,
2134,5084146215,jesse.awalt (15/20),0,271.25,C Moritz Wagner F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Ryan Rollins SF Saddiq Bey SG Trey Murphy III UTIL Maxime Raynaud,,,
2134,5084153822,Costanzuh (8/20),0,271.25,C Victor Wembanyama F Daeqwon Plowden G Russell Westbrook PF Will Riley PG Josh Giddey SF Ousmane Dieng SG Isaac Okoro UTIL Precious Achiuwa,,,
2134,5084164182,Jamisonsdad1 (5/20),0,271.25,C Moritz Wagner F Ousmane Dieng G Malik Monk PF Precious Achiuwa PG Dejounte Murray SF Kevin Durant SG Collin Sexton UTIL Victor Wembanyama,,,
2134,5084164183,Jamisonsdad1 (6/20),0,271.25,C Donovan Clingan F Nique Clifford G Jalen Suggs PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Collin Sexton UTIL Maxime Raynaud,,,
2134,5084188634,Ocin_D_Clown (9/20),0,271.25,C Donovan Clingan F Ousmane Dieng G Ryan Rollins PF Daeqwon Plowden PG Cam Thomas SF Desmond Bane SG Trey Murphy III UTIL Russell Westbrook,,,
2134,5084192116,georgetheman77,0,271.25,C Bobby Portis F Bilal Coulibaly G Toumani Camara PF Julian Champagnie PG Dejounte Murray SF Collin Sexton SG Jeremiah Fears UTIL Victor Wembanyama,,,
2134,5084197200,terminator31 (6/20),0,271.25,C Wendell Carter Jr. F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Russell Westbrook,,,
2134,5084199956,timothyandstacy (12/20),0,271.25,C Victor Wembanyama F Matas Buzelis G Malik Monk PF Precious Achiuwa PG Ryan Rollins SF Ousmane Dieng SG Tre Jones UTIL Jay Huff,,,
2134,5084233556,Racktracker13 (6/20),0,271.25,C Jay Huff F Precious Achiuwa G T.J. McConnell PF Pascal Siakam PG Ryan Rollins SF Daeqwon Plowden SG Trey Murphy III UTIL Russell Westbrook,,,
2134,5084265120,skroffke (2/3),0,271.25,C Maxime Raynaud F Precious Achiuwa G Jalen Suggs PF Jerami Grant PG Malik Monk SF Devin Vassell SG Toumani Camara UTIL Pascal Siakam,,,
2134,5084275530,skroffke (3/3),0,271.25,C Maxime Raynaud F Precious Achiuwa G Jalen Suggs PF Jerami Grant PG Malik Monk SF Devin Vassell SG Toumani Camara UTIL Pascal Siakam,,,
2134,5084294262,bigbeck4,0,271.25,C Alperen Sengun F Guerschon Yabusele G Dejounte Murray PF Zion Williamson PG Russell Westbrook SF Collin Sexton SG Malik Monk UTIL Nick Richards,,,
2162,5083389578,bl3rf (11/20),0,271,C Jay Huff F Matas Buzelis G Josh Giddey PF Julian Champagnie PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Precious Achiuwa,,,
2162,5083553934,tbjones2121 (4/20),0,271,C Precious Achiuwa F Kevin Durant G Jalen Suggs PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Cam Thomas UTIL Josh Giddey,,,
2162,5083621681,Danny72170 (8/8),0,271,C Jay Huff F Toumani Camara G Andrew Nembhard PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Matas Buzelis,,,
2162,5083637169,mvgajr (2/5),0,271,C Jay Huff F Precious Achiuwa G Josh Giddey PF Julian Champagnie PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Matas Buzelis,,,
2162,5083637170,mvgajr (3/5),0,271,C Jay Huff F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Ryan Rollins SF Julian Champagnie SG Trey Murphy III UTIL Matas Buzelis,,,
2162,5083725133,LetEmKnow (7/20),0,271,C Jay Huff F Pascal Siakam G Andrew Nembhard PF Julian Champagnie PG Dejounte Murray SF Tristan da Silva SG Toumani Camara UTIL Josh Giddey,,,
2162,5083769868,irene54 (18/20),0,271,C Maxime Raynaud F Matas Buzelis G Jrue Holiday PF Zion Williamson PG Jeremiah Fears SF Julian Champagnie SG Tre Jones UTIL Precious Achiuwa,,,
2162,5083776802,Dotzism (16/20),0,271,C Donovan Clingan F Bobby Portis G Russell Westbrook PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Jevon Carter UTIL Josh Giddey,,,
2162,5083785654,knod (1/2),0,271,C Wendell Carter Jr. F Tristan da Silva G Tre Jones PF Jerami Grant PG Amen Thompson SF Saddiq Bey SG Trey Murphy III UTIL Bobby Portis,,,
2162,5083818120,bavmarine (15/20),0,271,C Pascal Siakam F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Dejounte Murray SF Tristan da Silva SG Nique Clifford UTIL Maxime Raynaud,,,
2162,5083996231,spendstermcg (3/4),0,271,C Julian Reese F Saddiq Bey G Jrue Holiday PF Bilal Coulibaly PG Dejounte Murray SF Leaky Black SG Trey Murphy III UTIL Russell Westbrook,,,
2162,5083996232,spendstermcg (4/4),0,271,C Julian Reese F Bilal Coulibaly G Jrue Holiday PF Saddiq Bey PG Dejounte Murray SF Leaky Black SG Trey Murphy III UTIL Russell Westbrook,,,
2162,5084003800,Williamson1777 (15/20),0,271,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Toumani Camara UTIL Josh Giddey,,,
2162,5084090287,Choboy (1/20),0,271,C Jay Huff F Precious Achiuwa G Jrue Holiday PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Josh Giddey,,,
2162,5084090297,Choboy (11/20),0,271,C Jay Huff F Precious Achiuwa G Jrue Holiday PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Josh Giddey,,,
2162,5084118288,thomasgore (7/20),0,271,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Toumani Camara UTIL Josh Giddey,,,
2162,5084153826,Costanzuh (12/20),0,271,C Nick Richards F Isaac Okoro G Russell Westbrook PF Paolo Banchero PG Josh Giddey SF Bilal Coulibaly SG AJ Green UTIL Maxime Raynaud,,,
2162,5084179783,sheva76 (5/20),0,271,C Victor Wembanyama F Precious Achiuwa G Malik Monk PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Cam Thomas UTIL Donovan Clingan,,,
2162,5084182971,jonathan3248 (13/18),0,271,C Victor Wembanyama F Bobby Portis G Tre Jones PF Zion Williamson PG Dejounte Murray SF Isaac Okoro SG Malik Monk UTIL Jay Huff,,,
2162,5084242673,ballaholick713 (19/20),0,271,C Victor Wembanyama F Precious Achiuwa G Russell Westbrook PF Guerschon Yabusele PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Jay Huff,,,
2162,5084249003,Extraqtt (1/20),0,271,C Maxime Raynaud F Precious Achiuwa G Jalen Suggs PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Nique Clifford UTIL Josh Giddey,,,
2162,5084249022,Extraqtt (20/20),0,271,C Moritz Wagner F Nique Clifford G Josh Giddey PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Victor Wembanyama,,,
2162,5084254746,a_zone (14/20),0,271,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Bobby Portis PG Jalen Suggs SF Ousmane Dieng SG Nique Clifford UTIL Josh Giddey,,,
2162,5084263454,Bl33dGr33n345 (2/20),0,271,C Victor Wembanyama F Precious Achiuwa G Malik Monk PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Cam Thomas UTIL Donovan Clingan,,,
2162,5084266501,itsallluck88,0,271,C Precious Achiuwa F Ousmane Dieng G Russell Westbrook PF Zion Williamson PG Josh Giddey SF Tristan da Silva SG Trey Murphy III UTIL Robert Williams,,,
2162,5084284248,kidwizard,0,271,C Maxime Raynaud F Saddiq Bey G Collin Sexton PF Tristan da Silva PG Ryan Rollins SF Nique Clifford SG Tre Jones UTIL Amen Thompson,,,
2188,5083331355,taka082576 (10/20),0,270.75,C Donovan Clingan F Precious Achiuwa G Russell Westbrook PF Bobby Portis PG Tre Jones SF Ousmane Dieng SG Nique Clifford UTIL Kevin Durant,,,
2188,5083412931,rj0217,0,270.75,C Donovan Clingan F Daeqwon Plowden G Russell Westbrook PF Leaky Black PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Amen Thompson,,,
2188,5083488276,kceez (1/8),0,270.75,C Maxime Raynaud F Bobby Portis G Tre Johnson PF Saddiq Bey PG Trae Young SF Bilal Coulibaly SG Desmond Bane UTIL Guerschon Yabusele,,,
2188,5083556126,bacon6966 (18/20),0,270.75,C Jay Huff F Carter Bryant G Russell Westbrook PF Precious Achiuwa PG Amen Thompson SF Ousmane Dieng SG Reed Sheppard UTIL Pascal Siakam,,,
2188,5083609479,Danny_9114 (7/20),0,270.75,C Maxime Raynaud F Precious Achiuwa G Jalen Suggs PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Russell Westbrook,,,
2188,5083612056,goofybh207 (11/20),0,270.75,C Donovan Clingan F Ousmane Dieng G Andrew Nembhard PF Bobby Portis PG Trey Murphy III SF Leaky Black SG Stephon Castle UTIL Josh Giddey,,,
2188,5083637897,ndogg78,0,270.75,C Alexandre Sarr F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Russell Westbrook,,,
2188,5083654309,dabouch1988 (3/20),0,270.75,C Julian Reese F Precious Achiuwa G Josh Giddey PF Zion Williamson PG Dejounte Murray SF Tristan da Silva SG Trey Murphy III UTIL Malik Monk,,,
2188,5083685576,joehalac (2/20),0,270.75,C Moritz Wagner F Matas Buzelis G Josh Giddey PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Precious Achiuwa,,,
2188,5083840430,thundrenterprises (10/20),0,270.75,C Jericho Sims F Precious Achiuwa G Josh Giddey PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Victor Wembanyama,,,
2188,5083844386,bjnfan (3/20),0,270.75,C Donovan Clingan F Daeqwon Plowden G Josh Giddey PF Matas Buzelis PG Dejounte Murray SF AJ Green SG Tre Jones UTIL Russell Westbrook,,,
2188,5083867003,gehrenberg (7/20),0,270.75,C Victor Wembanyama F Precious Achiuwa G Josh Giddey PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Jericho Sims,,,
2188,5083949941,DomingoSalvajeS (15/20),0,270.75,C Jay Huff F Desmond Bane G Josh Giddey PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Stephon Castle UTIL Jalen Smith,,,
2188,5083969951,steve3258 (3/20),0,270.75,C Bobby Portis F Kevin Durant G Ryan Rollins PF Julian Champagnie PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Russell Westbrook,,,
2188,5083969957,steve3258 (9/20),0,270.75,C Bobby Portis F Ousmane Dieng G Ryan Rollins PF Paolo Banchero PG Dejounte Murray SF Justin Champagnie SG Malik Monk UTIL Russell Westbrook,,,
2188,5083987573,theREVENGEkid (14/20),0,270.75,C Maxime Raynaud F Precious Achiuwa G Jalen Suggs PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Russell Westbrook,,,
2188,5084089401,initowin1,0,270.75,C Julian Reese F Julian Champagnie G Tre Jones PF Zion Williamson PG Trey Murphy III SF Saddiq Bey SG Desmond Bane UTIL Collin Sexton,,,
