Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF,Rasheer Fleming (42261618),Rasheer Fleming,42261618,PF/F/UTIL,3400,PHX@IND 03/12/2026 07:00PM ET,PHX,7.15
SG/SF,Corey Kispert (42261631),Corey Kispert,42261631,SG/SF/F/G/UTIL,3300,BKN@ATL 03/12/2026 07:30PM ET,ATL,16.5
PF,Jalen Wilson (42261636),Jalen Wilson,42261636,PF/F/UTIL,3300,BKN@ATL 03/12/2026 07:30PM ET,BKN,9.27
PF/C,Jonathan Isaac (42261627),Jonathan Isaac,42261627,PF/C/F/UTIL,3300,WAS@ORL 03/12/2026 07:00PM ET,ORL,8.38
C,Luke Kornet (42261621),Luke Kornet,42261621,C/UTIL,3300,DEN@SAS 03/12/2026 09:00PM ET,SAS,20.23
SF/PF,Caleb Martin (42261623),Caleb Martin,42261623,SF/PF/F/UTIL,3300,DAL@MEM 03/12/2026 08:00PM ET,DAL,10.92
SF,Keshad Johnson (42261639),Keshad Johnson,42261639,SF/F/UTIL,3300,MIL@MIA 03/12/2026 07:30PM ET,MIA,6.92
PF/C,Mouhamed Gueye (42261642),Mouhamed Gueye,42261642,PF/C/F/UTIL,3200,BKN@ATL 03/12/2026 07:30PM ET,ATL,13.30
SF/PF,Josh Minott (42261661),Josh Minott,42261661,SF/PF/F/UTIL,3200,BKN@ATL 03/12/2026 07:30PM ET,BKN,13.27
C,E.J. Liddell (42261674),E.J. Liddell,42261674,C/UTIL,3200,BKN@ATL 03/12/2026 07:30PM ET,BKN,4.21
SF/PF,Jamal Cain (42261670),Jamal Cain,42261670,SF/PF/F/UTIL,3200,WAS@ORL 03/12/2026 07:00PM ET,ORL,4.65
SF,Carter Bryant (42261651),Carter Bryant,42261651,SF/F/UTIL,3200,DEN@SAS 03/12/2026 09:00PM ET,SAS,8.07
PG/SG,Jalen Pickett (42261657),Jalen Pickett,42261657,PG/SG/G/UTIL,3200,DEN@SAS 03/12/2026 09:00PM ET,DEN,12.91
SG/SF,Taelon Peter (42261665),Taelon Peter,42261665,SG/SF/F/G/UTIL,3200,PHX@IND 03/12/2026 07:00PM ET,IND,8.20
SF/PF,Haywood Highsmith (42261679),Haywood Highsmith,42261679,SF/PF/F/UTIL,3200,PHX@IND 03/12/2026 07:00PM ET,PHX,9.33
PG,Ryan Nembhard (42261654),Ryan Nembhard,42261654,PG/G/UTIL,3200,DAL@MEM 03/12/2026 08:00PM ET,DAL,15.98
SF,Taurean Prince (42261676),Taurean Prince,42261676,SF/F/UTIL,3200,MIL@MIA 03/12/2026 07:30PM ET,MIL,11.17
SG/SF,Hugo Gonzalez (42261646),Hugo Gonzalez,42261646,SG/SF/F/G/UTIL,3200,BOS@OKC 03/12/2026 09:30PM ET,BOS,11.32
PG,Gabe Vincent (42261683),Gabe Vincent,42261683,PG/G/UTIL,3100,BKN@ATL 03/12/2026 07:30PM ET,ATL,9.34
PG,Tyson Etienne (42261686),Tyson Etienne,42261686,PG/G/UTIL,3100,BKN@ATL 03/12/2026 07:30PM ET,BKN,3.15
PF,Chaney Johnson (42261692),Chaney Johnson,42261692,PF/F/UTIL,3100,BKN@ATL 03/12/2026 07:30PM ET,BKN,8.5
PG,Kyle Lowry (42261689),Kyle Lowry,42261689,PG/G/UTIL,3100,PHI@DET 03/12/2026 07:00PM ET,PHI,5.19
SF/PF,Jalen Slawson (42261695),Jalen Slawson,42261695,SF/PF/F/UTIL,3100,PHX@IND 03/12/2026 07:00PM ET,IND,8.25
PG,Egor Demin (42261707),Egor Demin,42261707,PG/G/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,BKN,21.93
SG/SF,Buddy Hield (42261715),Buddy Hield,42261715,SG/SF/F/G/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,ATL,15.38
PG,Keaton Wallace (42261720),Keaton Wallace,42261720,PG/G/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,ATL,8.92
PF/C,Asa Newell (42261736),Asa Newell,42261736,PF/C/F/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,ATL,9.82
C,Christian Koloko (42261796),Christian Koloko,42261796,C/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,ATL,10.56
PG,RayJ Dennis (42261810),RayJ Dennis,42261810,PG/G/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,ATL,10.15
SF/PF,Caleb Houstan (42261815),Caleb Houstan,42261815,SF/PF/F/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,ATL,3.21
PG,Keshon Gilbert (42261869),Keshon Gilbert,42261869,PG/G/UTIL,3000,BKN@ATL 03/12/2026 07:30PM ET,ATL,8.58
PG/SG,Jase Richardson (42261723),Jase Richardson,42261723,PG/SG/G/UTIL,3000,WAS@ORL 03/12/2026 07:00PM ET,ORL,8.53
PG,D'Angelo Russell (42261784),D'Angelo Russell,42261784,PG/G/UTIL,3000,WAS@ORL 03/12/2026 07:00PM ET,WAS,19.91
SF,Cam Whitmore (42261798),Cam Whitmore,42261798,SF/F/UTIL,3000,WAS@ORL 03/12/2026 07:00PM ET,WAS,15.86
PG,Alex Morales (42261904),Alex Morales,42261904,PG/G/UTIL,3000,WAS@ORL 03/12/2026 07:00PM ET,ORL,0
C,Colin Castleton (42261907),Colin Castleton,42261907,C/UTIL,3000,WAS@ORL 03/12/2026 07:00PM ET,ORL,0
C,Zeke Nnaji (42261713),Zeke Nnaji,42261713,C/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,DEN,9.54
PF/C,Kelly Olynyk (42261747),Kelly Olynyk,42261747,PF/C/F/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,8.09
SG,Lindy Waters III (42261758),Lindy Waters III,42261758,SG/G/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,4.09
PG,Jordan McLaughlin (42261771),Jordan McLaughlin,42261771,PG/G/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,4.71
C,DaRon Holmes II (42261801),DaRon Holmes II,42261801,C/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,DEN,8.22
C,Bismack Biyombo (42261803),Bismack Biyombo,42261803,C/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,2.66
PG,KJ Simpson (42261807),KJ Simpson,42261807,PG/G/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,DEN,13.18
C,Mason Plumlee (42261813),Mason Plumlee,42261813,C/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,7.25
PG,David Jones-Garcia (42261824),David Jones-Garcia,42261824,PG/G/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,8.02
PG/SG,Curtis Jones (42261839),Curtis Jones,42261839,PG/SG/G/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,DEN,3.29
SF,Harrison Ingram (42261849),Harrison Ingram,42261849,SF/F/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,2.95
SF,Emanuel Miller (42261852),Emanuel Miller,42261852,SF/F/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,SAS,5.95
PF,David Roddy (42261884),David Roddy,42261884,PF/F/UTIL,3000,DEN@SAS 03/12/2026 09:00PM ET,DEN,6
PG/SG,Tyrese Martin (42261727),Tyrese Martin,42261727,PG/SG/G/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,PHI,14.43
SF,Paul George (42261781),Paul George,42261781,SF/F/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,PHI,32.34
SF,Chaz Lanier (42261793),Chaz Lanier,42261793,SF/F/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,DET,5.51
PF,Bobi Klintman (42261821),Bobi Klintman,42261821,PF/F/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,DET,5.14
C,Johni Broome (42261830),Johni Broome,42261830,C/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,PHI,4.04
C,Tolu Smith (42261832),Tolu Smith,42261832,C/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,DET,13.54
SF,Wendell Moore Jr. (42261846),Wendell Moore Jr.,42261846,SF/F/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,DET,5.9
PF/C,Isaac Jones (42261860),Isaac Jones,42261860,PF/C/F/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,DET,2.25
SG/SF,Marjon Beauchamp (42261875),Marjon Beauchamp,42261875,SG/SF/F/G/UTIL,3000,PHI@DET 03/12/2026 07:00PM ET,PHI,17.58
PF,Amir Coffey (42261740),Amir Coffey,42261740,PF/F/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,PHX,6.11
SG,Johnny Furphy (42261751),Johnny Furphy,42261751,SG/G/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,IND,13.86
PG,Jamaree Bouyea (42261761),Jamaree Bouyea,42261761,PG/G/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,PHX,13.98
PF,Isaiah Livers (42261774),Isaiah Livers,42261774,PF/F/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,PHX,6.61
PG/SG,Ethan Thompson (42261789),Ethan Thompson,42261789,PG/SG/G/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,IND,11.20
SG,Koby Brea (42261836),Koby Brea,42261836,SG/G/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,PHX,5
PG,Tyrese Haliburton (42261899),Tyrese Haliburton,42261899,PG/G/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,IND,0
C,CJ Huntley (42261912),CJ Huntley,42261912,C/UTIL,3000,PHX@IND 03/12/2026 07:00PM ET,PHX,0
SG,Kentavious Caldwell-Pope (42261710),Kentavious Caldwell-Pope,42261710,SG/G/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,MEM,17.48
PG/SG,AJ Johnson (42261743),AJ Johnson,42261743,PG/SG/G/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,DAL,5.94
C,Moussa Cisse (42261756),Moussa Cisse,42261756,C/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,DAL,12.75
C,Zach Edey (42261819),Zach Edey,42261819,C/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,MEM,33.77
C,Dereck Lively II (42261834),Dereck Lively II,42261834,C/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,DAL,17.25
PF/C,Brandon Clarke (42261880),Brandon Clarke,42261880,PF/C/F/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,MEM,10.5
SG/SF,John Poulakidas (42261890),John Poulakidas,42261890,SG/SF/F/G/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,DAL,8.75
C,Tyler Smith (42261895),Tyler Smith,42261895,C/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,DAL,0
C,Taj Gibson (42261897),Taj Gibson,42261897,C/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,MEM,0
PG,Kyrie Irving (42261909),Kyrie Irving,42261909,PG/G/UTIL,3000,DAL@MEM 03/12/2026 08:00PM ET,DAL,0
SG/SF,Gary Trent Jr. (42261702),Gary Trent Jr.,42261702,SG/SF/F/G/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIL,12.46
SG/SF,Gary Harris (42261731),Gary Harris,42261731,SG/SF/F/G/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIL,7.21
SG,Andre Jackson Jr. (42261764),Andre Jackson Jr.,42261764,SG/G/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIL,4.23
PF/C,Pete Nance (42261777),Pete Nance,42261777,PF/C/F/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIL,9.04
C,Thanasis Antetokounmpo (42261787),Thanasis Antetokounmpo,42261787,C/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIL,3.38
PG,Jahmir Young (42261827),Jahmir Young,42261827,PG/G/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIA,3.3
C,Vladislav Goldin (42261855),Vladislav Goldin,42261855,C/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIA,3.38
SG/SF,Trevor Keels (42261864),Trevor Keels,42261864,SG/SF/F/G/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIA,0.62
SF,Alex Antetokounmpo (42261914),Alex Antetokounmpo,42261914,SF/F/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIL,0
SG,Cormac Ryan (42261917),Cormac Ryan,42261917,SG/G/UTIL,3000,MIL@MIA 03/12/2026 07:30PM ET,MIL,0
PF,Jordan Walsh (42261699),Jordan Walsh,42261699,PF/F/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,BOS,13.89
C,Branden Carlson (42261754),Branden Carlson,42261754,C/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,OKC,10.57
SF/PF,Brooks Barnhizer (42261767),Brooks Barnhizer,42261767,SF/PF/F/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,OKC,4.96
C,Amari Williams (42261805),Amari Williams,42261805,C/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,BOS,5
PG,Nikola Topic (42261843),Nikola Topic,42261843,PG/G/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,OKC,7.3
SG,John Tonje (42261857),John Tonje,42261857,SG/G/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,BOS,2
PG,Max Shulga (42261872),Max Shulga,42261872,PG/G/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,BOS,0
PF,Payton Sandfort (42261887),Payton Sandfort,42261887,PF/F/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,OKC,0
C,Thomas Sorber (42261902),Thomas Sorber,42261902,C/UTIL,3000,BOS@OKC 03/12/2026 09:30PM ET,OKC,0
