Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
575,5087010634,engelg (10/20),0,325.75,C Daniel Gafford F Taylor Hendricks G Javon Small PF Danny Wolf PG Jalen Suggs SF Rayan Rupert SG Jaylen Brown UTIL Jamal Murray,,Ja Morant,PG,0.01%,0
575,5087128084,BlexClex (3/4),0,325.75,C Olivier-Maxence Prosper F Tristan da Silva G Dylan Harper PF Trendon Watford PG Javon Small SF Rayan Rupert SG Jaylen Brown UTIL Nikola Jokic,,Jordan Goodwin,UTIL,0.01%,14.5
575,5087130467,jt0378,0,325.75,C Nikola Jokic F Leaky Black G Ajay Mitchell PF Taylor Hendricks PG De'Aaron Fox SF Kyle Kuzma SG Stephon Castle UTIL Sam Hauser,,Zeke Nnaji,UTIL,0.01%,0
575,5087142956,cachedinar (5/20),0,325.75,C Olivier-Maxence Prosper F Taylor Hendricks G Javon Small PF Gregory Jackson PG Kasparas Jakucionis SF Rayan Rupert SG Desmond Bane UTIL Nikola Jokic,,Marjon Beauchamp,G,0.01%,30
575,5087242691,oilmoney54 (3/5),0,325.75,C Nikola Jokic F Pelle Larsson G Keldon Johnson PF Julian Champagnie PG Cooper Flagg SF Tristan da Silva SG Duncan Robinson UTIL Javon Small,,Asa Newell,UTIL,0.01%,0
575,5087251203,az350z (10/20),0,325.75,C Daniel Gafford F Danny Wolf G De'Aaron Fox PF Trendon Watford PG Javon Small SF Rayan Rupert SG Jalen Green UTIL Nikola Jokic,,Jamaree Bouyea,UTIL,0.01%,0
587,5086987885,stink8510 (2/6),0,325.5,C Daniel Gafford F Danny Wolf G Collin Gillespie PF Olivier-Maxence Prosper PG De'Aaron Fox SF Jaylen Brown SG Stephon Castle UTIL Wendell Carter Jr.,,Taelon Peter,G,0.01%,13.75
587,5087005726,relevanthought (20/20),0,325.5,C Nikola Jokic F Olivier-Maxence Prosper G Javon Small PF Trendon Watford PG Kasparas Jakucionis SF Rayan Rupert SG Jalen Green UTIL De'Aaron Fox,,Klay Thompson,UTIL,0.01%,0
587,5087068464,anishsb21 (7/20),0,325.5,C Kel'el Ware F Gregory Jackson G Javon Small PF Trendon Watford PG Davion Mitchell SF Justin Edwards SG Stephon Castle UTIL Nikola Jokic,,Adem Bona,C,0.01%,0
587,5087098661,sigmalevar (20/20),0,325.5,C Nikola Jokic F Rayan Rupert G De'Aaron Fox PF Kobe Brown PG Javon Small SF Jabari Walker SG Stephon Castle UTIL Gregory Jackson,,Gabe Vincent,PG,0.01%,15.75
587,5087106544,bryanbigbets (1/20),0,325.5,C Danny Wolf F Olivier-Maxence Prosper G Javon Small PF Kobe Brown PG Devin Booker SF Tristan da Silva SG Jahmai Mashack UTIL Nikola Jokic,,,
587,5087254500,profhit (4/20),0,325.5,C Danny Wolf F Olivier-Maxence Prosper G Javon Small PF Trendon Watford PG Kasparas Jakucionis SF Tristan da Silva SG Jaylen Brown UTIL Nikola Jokic,,,
587,5087264311,Youngreem23 (2/2),0,325.5,C Nikola Jokic F Rayan Rupert G Dylan Harper PF Jaylin Williams PG De'Aaron Fox SF Tristan da Silva SG Stephon Castle UTIL Khaman Maluach,,,
594,5086835695,11baller20 (5/11),0,325.25,C Danny Wolf F Devin Vassell G Ajay Mitchell PF Gregory Jackson PG Javon Small SF Rayan Rupert SG Stephon Castle UTIL Nikola Jokic,,,
594,5086835889,AntFer (5/20),0,325.25,C Daniel Gafford F Jaylen Brown G Collin Gillespie PF Olivier-Maxence Prosper PG Jalen Suggs SF Rayan Rupert SG Stephon Castle UTIL Javon Small,,,
594,5087004700,jerome1021 (2/2),0,325.25,C Nikola Jokic F Tristan da Silva G Jahmai Mashack PF Dominick Barlow PG Dylan Harper SF Cameron Johnson SG Duncan Robinson UTIL Jaylen Brown,,,
594,5087047818,TheGuru2424 (3/20),0,325.25,C Nikola Jokic F Olivier-Maxence Prosper G Javon Small PF Danny Wolf PG Davion Mitchell SF Rayan Rupert SG Stephon Castle UTIL Gregory Jackson,,,
594,5087119676,JayEeDoubleU (1/20),0,325.25,C Kel'el Ware F Olivier-Maxence Prosper G Stephon Castle PF Trendon Watford PG Javon Small SF Jalen Green SG Ethan Thompson UTIL Nikola Jokic,,,
594,5087127542,kushman999 (1/13),0,325.25,C Nikola Jokic F Jalen Wilson G De'Aaron Fox PF Danny Wolf PG Javon Small SF Jaylen Wells SG Stephon Castle UTIL Rayan Rupert,,,
594,5087133301,ayt1688 (13/20),0,325.25,C Kel'el Ware F Olivier-Maxence Prosper G Stephon Castle PF Trendon Watford PG Javon Small SF Jalen Green SG Ethan Thompson UTIL Nikola Jokic,,,
594,5087165607,jetty76 (7/20),0,325.25,C Kel'el Ware F Olivier-Maxence Prosper G Stephon Castle PF Trendon Watford PG Javon Small SF Jalen Green SG Ethan Thompson UTIL Nikola Jokic,,,
594,5087177513,PJP_StaqOtheMAC (1/20),0,325.25,C Nikola Jokic F Jabari Walker G Jaylen Brown PF Trendon Watford PG Javon Small SF Justin Edwards SG Marcus Sasser UTIL Stephon Castle,,,
594,5087206028,jgAllDay (1/20),0,325.25,C Kel'el Ware F Olivier-Maxence Prosper G Stephon Castle PF Trendon Watford PG Javon Small SF Jalen Green SG Ethan Thompson UTIL Nikola Jokic,,,
594,5087227983,Heating_101,0,325.25,C Danny Wolf F Gregory Jackson G Javon Small PF Olivier-Maxence Prosper PG Davion Mitchell SF Rayan Rupert SG Stephon Castle UTIL Nikola Jokic,,,
594,5087250281,dairwalker (9/20),0,325.25,C Taylor Hendricks F Olivier-Maxence Prosper G Kasparas Jakucionis PF Trendon Watford PG Collin Gillespie SF Jaylen Wells SG Stephon Castle UTIL Nikola Jokic,,,
606,5086946178,Aldo305 (4/18),0,325,C Nikola Jokic F Bilal Coulibaly G Ben Saraf PF Jalen Wilson PG De'Aaron Fox SF Josh Minott SG Jahmai Mashack UTIL Jamal Murray,,,
606,5086978968,Taker1977 (20/20),0,325,C Danny Wolf F Olivier-Maxence Prosper G Jahmai Mashack PF Trendon Watford PG Javon Small SF Tristan da Silva SG Devin Booker UTIL Nikola Jokic,,,
606,5086980793,JcClark18 (20/20),0,325,C Olivier-Maxence Prosper F Taylor Hendricks G Javon Small PF Dominick Barlow PG Devin Booker SF Rayan Rupert SG Max Christie UTIL Nikola Jokic,,,
606,5087043287,GreenTailShiner (6/20),0,325,C Nikola Jokic F Taylor Hendricks G Javon Small PF Trendon Watford PG Collin Gillespie SF Jahmai Mashack SG Stephon Castle UTIL Jaylen Wells,,,
606,5087058092,bigtime2003 (7/20),0,325,C Nikola Jokic F Olivier-Maxence Prosper G Javon Small PF Danny Wolf PG Ben Saraf SF Rayan Rupert SG Stephon Castle UTIL De'Aaron Fox,,,
606,5087142954,cachedinar (3/20),0,325,C Marvin Bagley III F Rayan Rupert G Javon Small PF Gregory Jackson PG Kasparas Jakucionis SF Jaime Jaquez Jr. SG Stephon Castle UTIL Nikola Jokic,,,
606,5087150209,GoldenMonkey2011 (11/20),0,325,C Wendell Carter Jr. F Danny Wolf G Davion Mitchell PF Trendon Watford PG Jalen Suggs SF Rayan Rupert SG Jalen Green UTIL Nikola Jokic,,,
606,5087177086,HockeyCardsPlus (20/20),0,325,C Olivier-Maxence Prosper F Gregory Jackson G De'Aaron Fox PF Jabari Walker PG Kasparas Jakucionis SF Kobe Brown SG Stephon Castle UTIL Nikola Jokic,,,
606,5087193644,haraz,0,325,C Marvin Bagley III F Danny Wolf G Javon Small PF Trendon Watford PG Davion Mitchell SF Jalen Green SG Stephon Castle UTIL Nikola Jokic,,,
606,5087209909,jkandell78 (1/20),0,325,C Dominick Barlow F Danny Wolf G De'Aaron Fox PF Trendon Watford PG Javon Small SF Jaylen Wells SG Stephon Castle UTIL Nikola Jokic,,,
616,5086835692,11baller20 (2/11),0,324.75,C Danny Wolf F Gregory Jackson G De'Aaron Fox PF Trendon Watford PG Javon Small SF Justin Edwards SG Jalen Green UTIL Nikola Jokic,,,
616,5086901102,worksit1 (2/20),0,324.75,C Olivier-Maxence Prosper F Gregory Jackson G Javon Small PF Dominick Barlow PG Devin Booker SF Jaylen Wells SG Ethan Thompson UTIL Nikola Jokic,,,
616,5087011327,kacktrey7 (12/20),0,324.75,C Danny Wolf F Gregory Jackson G Jahmai Mashack PF Jabari Walker PG Javon Small SF Justin Edwards SG Devin Booker UTIL Nikola Jokic,,,
616,5087016073,yobow (10/20),0,324.75,C Danny Wolf F Gregory Jackson G De'Aaron Fox PF Trendon Watford PG Javon Small SF Justin Edwards SG Jalen Green UTIL Nikola Jokic,,,
616,5087047677,jesyjames (19/20),0,324.75,C Nikola Jokic F Rayan Rupert G Jahmai Mashack PF Gregory Jackson PG Javon Small SF Justin Edwards SG Jalen Green UTIL Payton Pritchard,,,
616,5087124914,OmarOrozco7 (3/20),0,324.75,C Jalen Duren F Taylor Hendricks G Javon Small PF Danny Wolf PG Ben Saraf SF Justin Edwards SG Jalen Green UTIL Nikola Jokic,,,
616,5087141431,cndukwe (3/19),0,324.75,C Danny Wolf F Gregory Jackson G De'Aaron Fox PF Trendon Watford PG Javon Small SF Justin Edwards SG Jalen Green UTIL Nikola Jokic,,,
616,5087171165,KushedGod (7/20),0,324.75,C Nikola Jokic F Gregory Jackson G Javon Small PF Danny Wolf PG De'Aaron Fox SF Justin Edwards SG Jalen Green UTIL Trendon Watford,,,
616,5087206046,jgAllDay (19/20),0,324.75,C Olivier-Maxence Prosper F Gregory Jackson G Javon Small PF Dominick Barlow PG Devin Booker SF Jaylen Wells SG Ethan Thompson UTIL Nikola Jokic,,,
625,5086893214,sportsfanatic89 (3/20),0,324.5,C Olivier-Maxence Prosper F Gregory Jackson G Javon Small PF Trendon Watford PG Kasparas Jakucionis SF Justin Edwards SG Jaylen Brown UTIL Nikola Jokic,,,
625,5086933787,middleman820 (18/20),0,324.5,C Nic Claxton F Jalen Wilson G Javon Small PF Tristan da Silva PG Devin Booker SF Jaylen Wells SG Jahmai Mashack UTIL Nikola Jokic,,,
625,5086979889,ShankDog90 (17/20),0,324.5,C Nikola Jokic F Rayan Rupert G Javon Small PF Paolo Banchero PG Ethan Thompson SF Justin Edwards SG Pelle Larsson UTIL Gregory Jackson,,,
625,5087122272,jnorox (6/16),0,324.5,C Wendell Carter Jr. F Taylor Hendricks G Ben Sheppard PF Danny Wolf PG De'Aaron Fox SF Rayan Rupert SG Devin Booker UTIL Shai Gilgeous-Alexander,,,
625,5087150061,jabberjaww (11/20),0,324.5,C Daniel Gafford F Jaylen Brown G Javon Small PF Danny Wolf PG Ethan Thompson SF Jaylen Wells SG Jahmai Mashack UTIL Nikola Jokic,,,
625,5087206109,grump65 (19/20),0,324.5,C Nikola Jokic F Olivier-Maxence Prosper G Javon Small PF Trendon Watford PG Kasparas Jakucionis SF Justin Edwards SG Jaylen Brown UTIL Gregory Jackson,,,
625,5087219601,bystorm80 (3/20),0,324.5,C Nikola Jokic F Trendon Watford G Javon Small PF Taylor Hendricks PG De'Aaron Fox SF Rayan Rupert SG Desmond Bane UTIL Kasparas Jakucionis,,,
632,5086901101,worksit1 (1/20),0,324.25,C Nikola Jokic F Jaylen Wells G De'Aaron Fox PF Trendon Watford PG Javon Small SF Jahmai Mashack SG Jalen Green UTIL Rayan Rupert,,,
632,5086954382,Aldo305 (7/18),0,324.25,C Nikola Jokic F Khris Middleton G Ben Saraf PF Jalen Wilson PG De'Aaron Fox SF Josh Minott SG Jahmai Mashack UTIL Jamal Murray,,,
632,5086978957,Taker1977 (9/20),0,324.25,C Wendell Carter Jr. F Rayan Rupert G Javon Small PF Danny Wolf PG Collin Gillespie SF Jabari Walker SG Stephon Castle UTIL Nikola Jokic,,,
632,5087005725,relevanthought (19/20),0,324.25,C Daniel Gafford F Gregory Jackson G De'Aaron Fox PF Dominick Barlow PG Javon Small SF Rayan Rupert SG Jalen Green UTIL Shai Gilgeous-Alexander,,,
632,5087068471,anishsb21 (14/20),0,324.25,C Kel'el Ware F Jaylen Wells G Javon Small PF Gregory Jackson PG Dru Smith SF Rayan Rupert SG Stephon Castle UTIL Nikola Jokic,,,
632,5087115697,early325 (8/20),0,324.25,C Daniel Gafford F Olivier-Maxence Prosper G Stephon Castle PF Trendon Watford PG Javon Small SF Jaylen Wells SG Naji Marshall UTIL Nikola Jokic,,,
632,5087220180,edb11 (1/4),0,324.25,C Nikola Jokic F Rayan Rupert G Stephon Castle PF Olivier-Maxence Prosper PG Javon Small SF Jaylen Wells SG Naji Marshall UTIL Baylor Scheierman,,,
639,5086909460,j12forheisman (18/20),0,324,C Olivier-Maxence Prosper F Taylor Hendricks G Javon Small PF Danny Wolf PG Ethan Thompson SF Jaylen Wells SG Jaylen Brown UTIL Nikola Jokic,,,
639,5086935172,dockman12600 (3/20),0,324,C Wendell Carter Jr. F Giannis Antetokounmpo G Javon Small PF Rasheer Fleming PG Ryan Rollins SF Josh Minott SG Jalen Green UTIL De'Aaron Fox,,,
639,5086942732,rumrunner72 (14/20),0,324,C Marvin Bagley III F Gregory Jackson G De'Aaron Fox PF Olivier-Maxence Prosper PG Javon Small SF Jaylen Wells SG Brandon Williams UTIL Nikola Jokic,,,
639,5086950795,SoulChild (1/20),0,324,C Nikola Jokic F Gregory Jackson G Ethan Thompson PF Trendon Watford PG Jalen Suggs SF Hugo Gonzalez SG Devin Booker UTIL Javon Small,,,
639,5086984002,oltjpack (2/20),0,324,C Kel'el Ware F Rayan Rupert G Stephon Castle PF Trendon Watford PG Javon Small SF Jalen Green SG Ethan Thompson UTIL Nikola Jokic,,,
639,5087018044,GQ1NYC (18/20),0,324,C Taylor Hendricks F Olivier-Maxence Prosper G Javon Small PF Danny Wolf PG Ethan Thompson SF Jaylen Wells SG Jaylen Brown UTIL Nikola Jokic,,,
639,5087027308,sam97 (2/20),0,324,C Taylor Hendricks F Gregory Jackson G De'Aaron Fox PF Olivier-Maxence Prosper PG Javon Small SF Rayan Rupert SG Jahmai Mashack UTIL Nikola Jokic,,,
639,5087047881,JMula24 (16/20),0,324,C Marvin Bagley III F Olivier-Maxence Prosper G Javon Small PF Trendon Watford PG Kasparas Jakucionis SF Desmond Bane SG Stephon Castle UTIL Nikola Jokic,,,
639,5087122102,mjv2009,0,324,C Olivier-Maxence Prosper F Gregory Jackson G Ajay Mitchell PF Danny Wolf PG Javon Small SF Rayan Rupert SG Stephon Castle UTIL Nikola Jokic,,,
639,5087128096,Mdumblewski (12/20),0,324,C Taylor Hendricks F Olivier-Maxence Prosper G Javon Small PF Danny Wolf PG Ethan Thompson SF Jaylen Wells SG Jaylen Brown UTIL Nikola Jokic,,,
649,5086942044,Thebook79 (17/20),0,323.75,C Danny Wolf F Gregory Jackson G Javon Small PF Tristan da Silva PG Devin Booker SF Jaylen Wells SG Jalen Green UTIL Cooper Flagg,,,
649,5087008401,Racing88 (7/10),0,323.75,C Wendell Carter Jr. F Rayan Rupert G Jahmai Mashack PF Danny Wolf PG Devin Booker SF Jaylen Wells SG Luguentz Dort UTIL Nikola Jokic,,,
649,5087056971,LeanWeen (18/20),0,323.75,C Nikola Jokic F Danny Wolf G Javon Small PF Trendon Watford PG Ethan Thompson SF Jabari Walker SG Devin Booker UTIL Stephon Castle,,,
649,5087147653,MelBaez (13/20),0,323.75,C Dominick Barlow F Olivier-Maxence Prosper G Javon Small PF Gregory Jackson PG Ajay Mitchell SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
649,5087206108,grump65 (18/20),0,323.75,C Taylor Hendricks F Olivier-Maxence Prosper G De'Aaron Fox PF PJ Washington PG Ethan Thompson SF Jabari Walker SG Jalen Green UTIL Nikola Jokic,,,
649,5087248307,oldangrygamer (7/20),0,323.75,C Wendell Carter Jr. F Dominick Barlow G Javon Small PF Danny Wolf PG De'Aaron Fox SF Jaylen Wells SG Christian Braun UTIL Nikola Jokic,,,
655,5086893224,sportsfanatic89 (13/20),0,323.5,C Nikola Jokic F Gregory Jackson G Javon Small PF Danny Wolf PG Ethan Thompson SF Kobe Brown SG Jalen Green UTIL Stephon Castle,,,
655,5086896901,shopmiamor_com (3/20),0,323.5,C Wendell Carter Jr. F Jaylen Wells G Davion Mitchell PF Danny Wolf PG Javon Small SF Rayan Rupert SG Desmond Bane UTIL Nikola Jokic,,,
655,5086984918,scrickman (14/20),0,323.5,C Wendell Carter Jr. F Jaylen Wells G Davion Mitchell PF Danny Wolf PG Javon Small SF Rayan Rupert SG Desmond Bane UTIL Nikola Jokic,,,
655,5087011324,kacktrey7 (9/20),0,323.5,C Danny Wolf F Taylor Hendricks G Christian Braun PF Gregory Jackson PG Javon Small SF Ben Sheppard SG Stephon Castle UTIL Nikola Jokic,,,
655,5087020937,kevo5454 (16/20),0,323.5,C Dominick Barlow F Jaylen Wells G Stephon Castle PF Taylor Hendricks PG Ben Saraf SF Julian Champagnie SG Desmond Bane UTIL Nikola Jokic,,,
655,5087150052,jabberjaww (2/20),0,323.5,C Nikola Jokic F Olivier-Maxence Prosper G Jahmai Mashack PF PJ Washington PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Rayan Rupert,,,
655,5087159869,moldova (14/20),0,323.5,C Nikola Jokic F Jaylen Wells G Javon Small PF Danny Wolf PG Ethan Thompson SF Dalen Terry SG Jalen Green UTIL Jamal Murray,,,
655,5087187888,hopscotch333 (6/20),0,323.5,C Olivier-Maxence Prosper F Jaylen Wells G Jaylen Brown PF Trendon Watford PG Javon Small SF Justin Edwards SG Devin Booker UTIL Jamal Murray,,,
663,5086577927,Minlaian1000 (10/20),0,323.25,C Wendell Carter Jr. F Olivier-Maxence Prosper G Dylan Harper PF Danny Wolf PG Javon Small SF Jaylen Wells SG Desmond Bane UTIL Nikola Jokic,,,
663,5086772349,Schoey17 (12/20),0,323.25,C Nikola Jokic F Olivier-Maxence Prosper G Javon Small PF Danny Wolf PG Kasparas Jakucionis SF Jaylen Wells SG Jahmai Mashack UTIL Jamal Murray,,,
663,5086892674,irene54 (13/20),0,323.25,C Nikola Jokic F Rayan Rupert G Javon Small PF Danny Wolf PG Devin Booker SF Jaylen Wells SG Drake Powell UTIL Gregory Jackson,,,
663,5087031213,LinkSinc (5/20),0,323.25,C Olivier-Maxence Prosper F Rayan Rupert G Javon Small PF Gregory Jackson PG Kasparas Jakucionis SF Jaylen Wells SG Devin Booker UTIL Shai Gilgeous-Alexander,,,
663,5087043296,GreenTailShiner (15/20),0,323.25,C Luke Kornet F Gregory Jackson G De'Aaron Fox PF Danny Wolf PG Kasparas Jakucionis SF Rayan Rupert SG Stephon Castle UTIL Nikola Jokic,,,
663,5087169274,Blackjack73 (19/20),0,323.25,C Danny Wolf F Olivier-Maxence Prosper G De'Aaron Fox PF Jalen Johnson PG Javon Small SF Jaylen Wells SG Stephon Castle UTIL Taylor Hendricks,,,
663,5087213927,aquafinatim (19/20),0,323.25,C Nikola Jokic F Gregory Jackson G Javon Small PF Danny Wolf PG Devin Booker SF Jaylen Wells SG Drake Powell UTIL Rayan Rupert,,,
663,5087235996,wwaazz (6/9),0,323.25,C Luke Kornet F Devin Vassell G De'Aaron Fox PF Danny Wolf PG Javon Small SF Rayan Rupert SG Stephon Castle UTIL Nikola Jokic,,,
663,5087238465,Rollin_Nolan (1/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238466,Rollin_Nolan (2/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238467,Rollin_Nolan (3/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238468,Rollin_Nolan (4/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238469,Rollin_Nolan (5/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238470,Rollin_Nolan (6/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238471,Rollin_Nolan (7/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238472,Rollin_Nolan (8/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238473,Rollin_Nolan (9/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238474,Rollin_Nolan (10/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238475,Rollin_Nolan (11/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238476,Rollin_Nolan (12/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238477,Rollin_Nolan (13/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238478,Rollin_Nolan (14/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238479,Rollin_Nolan (15/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238480,Rollin_Nolan (16/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238481,Rollin_Nolan (17/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238482,Rollin_Nolan (18/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238483,Rollin_Nolan (19/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
663,5087238484,Rollin_Nolan (20/20),0,323.25,C Danny Wolf F Gregory Jackson G Pelle Larsson PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Nikola Jokic,,,
691,5086577923,Minlaian1000 (6/20),0,323,C Nikola Jokic F Danny Wolf G De'Aaron Fox PF Josh Minott PG Javon Small SF Jaylen Wells SG CJ McCollum UTIL Gregory Jackson,,,
691,5086773258,stock2mail (3/20),0,323,C Daniel Gafford F Gregory Jackson G De'Aaron Fox PF Trendon Watford PG Javon Small SF Jaylen Wells SG Jalen Green UTIL Shai Gilgeous-Alexander,,,
691,5086812532,tbjones2121 (17/20),0,323,C Taylor Hendricks F Jaylen Wells G Javon Small PF Gregory Jackson PG Kasparas Jakucionis SF Jarace Walker SG Jalen Green UTIL Shai Gilgeous-Alexander,,,
691,5087020926,kevo5454 (5/20),0,323,C Wendell Carter Jr. F Trendon Watford G De'Aaron Fox PF Taylor Hendricks PG Ben Saraf SF Jaylen Wells SG Desmond Bane UTIL Nikola Jokic,,,
691,5087082665,paintgirl (7/20),0,323,C Olivier-Maxence Prosper F Rayan Rupert G Javon Small PF Gregory Jackson PG Ethan Thompson SF Justin Edwards SG Jaylen Brown UTIL Nikola Jokic,,,
691,5087117280,cubzfan747 (17/20),0,323,C Nikola Jokic F Danny Wolf G De'Aaron Fox PF Trendon Watford PG Kasparas Jakucionis SF Rayan Rupert SG Stephon Castle UTIL Gregory Jackson,,,
691,5087182749,Briancohen2 (3/20),0,323,C Danny Wolf F Rayan Rupert G Javon Small PF Noah Clowney PG Ben Saraf SF Jalen Green SG Stephon Castle UTIL Nikola Jokic,,,
691,5087209923,jkandell78 (15/20),0,323,C Marvin Bagley III F Olivier-Maxence Prosper G Jaylen Brown PF Trendon Watford PG Ethan Thompson SF Jaylen Wells SG Stephon Castle UTIL Nikola Jokic,,,
699,5086577932,Minlaian1000 (15/20),0,322.75,C Wendell Carter Jr. F Danny Wolf G Jaylen Brown PF Paolo Banchero PG De'Aaron Fox SF Josh Minott SG Jalen Green UTIL Marvin Bagley III,,,
699,5086838832,idgaf19 (16/20),0,322.75,C Marvin Bagley III F Josh Minott G Devin Booker PF Kobe Brown PG Andrew Nembhard SF Jalen Green SG Kam Jones UTIL Nikola Jokic,,,
699,5086905946,ZENJARIN,0,322.75,C Danny Wolf F Devin Vassell G De'Aaron Fox PF Tristan da Silva PG Collin Gillespie SF Desmond Bane SG Jalen Green UTIL Stephon Castle,,,
699,5087040528,jah_586 (19/20),0,322.75,C Dominick Barlow F Olivier-Maxence Prosper G Javon Small PF Paolo Banchero PG Jalen Suggs SF Josh Minott SG Ethan Thompson UTIL Nikola Jokic,,,
699,5087054987,LTskelter (19/20),0,322.75,C Kel'el Ware F Gregory Jackson G Javon Small PF Taylor Hendricks PG Ethan Thompson SF Jalen Green SG Devin Booker UTIL Jamal Murray,,,
699,5087142727,manuelthinking (3/20),0,322.75,C Danny Wolf F Jaylen Brown G Ben Saraf PF Gregory Jackson PG Devin Booker SF Jaylen Wells SG Stephon Castle UTIL Javon Small,,,
699,5087149989,comets1234 (11/20),0,322.75,C Nikola Jokic F Jaylen Wells G Stephon Castle PF Danny Wolf PG Terance Mann SF Jalen Green SG Keldon Johnson UTIL Andrew Nembhard,,,
699,5087191743,SpeedRacer101 (16/20),0,322.75,C Taylor Hendricks F Gregory Jackson G CJ McCollum PF Dominick Barlow PG Ethan Thompson SF Pelle Larsson SG Jalen Green UTIL Nikola Jokic,,,
699,5087220538,bizz2020 (20/20),0,322.75,C Olivier-Maxence Prosper F Jaylen Brown G Shai Gilgeous-Alexander PF Taylor Hendricks PG Javon Small SF Rayan Rupert SG Jahmai Mashack UTIL Daniel Gafford,,,
708,5087017718,jmodesky,0,322.5,C Daniel Gafford F Danny Wolf G Ajay Mitchell PF Gregory Jackson PG Shai Gilgeous-Alexander SF Tristan da Silva SG Baylor Scheierman UTIL Jaylen Brown,,,
708,5087056014,b4real77,0,322.5,C Wendell Carter Jr. F Bilal Coulibaly G Christian Braun PF Kyle Kuzma PG Shai Gilgeous-Alexander SF Desmond Bane SG Stephon Castle UTIL Ethan Thompson,,,
708,5087159872,moldova (17/20),0,322.5,C Wendell Carter Jr. F Gregory Jackson G Baylor Scheierman PF Danny Wolf PG Javon Small SF Julian Champagnie SG Jalen Green UTIL Nikola Jokic,,,
708,5087197861,steveblur (18/20),0,322.5,C Kel'el Ware F Olivier-Maxence Prosper G Javon Small PF Gregory Jackson PG Devin Booker SF Jalen Green SG Stephon Castle UTIL Danny Wolf,,,
